# PROVENANCE MAP — one row per ledger section (§685.5 / §687; machine-derived, ADDITIVE, never a rewrite of history)
# status: OPUS-TEXT/FABLE-TEXT = the section's own header names a seat · TRAILER-* = recovered from the
# introducing commit's Co-Authored-By (the §685.5(ii) route, validated 26/28 at the §238–§274 boundary)
# UNKNOWN = neither channel names a seat — these are what the owner's rule leaves genuinely owed.
#   reproduces every committed row byte-for-byte — see tests/scripts/provenanceMap.test.js arm 1)
# Regenerate: node scripts/audit/provenance-map.mjs --map docs/PROVENANCE_MAP.tsv --write docs/PROVENANCE_MAP.tsv
# Walked at: refs/heads/review-fixes-2026-07-08 = d6828148df837d5dc0ccc7ed742197dd13b65a9c (rows are ADDITIVE; the generator REFUSES to write unless it first
#   reproduces every committed row byte-for-byte — see tests/scripts/provenanceMap.test.js arm 1)
section	odq_line	status	trailer	intro_commit	discharge	header
§703.3	29857	TRAILER-FABLE	Fable 5	b9dc4db2d		§703.3 ⛔⛔ THE FINDING THAT OUTRANKS THE WAVE: THE LEGACY WALL IS DRAWN ACROSS OPEN WATER
§703.4	29869	TRAILER-FABLE	Fable 5	b9dc4db2d		§703.4 ⛔⛔ AND THE GATE HAS NEVER RENDERED THE PAGE.** 439 tests passed green at a tip
§703.5	29877	TRAILER-FABLE	Fable 5	b9dc4db2d		§703.5 AN INHERITED RED, NOW PINNED:** the carriage census **fails on 5 of 6 fixtures it
§703.6	29881	TRAILER-FABLE	Fable 5	b9dc4db2d		§703.6 FIVE SELF-REDS, AND THE SHARPEST IS THE FAMILY AGAIN — INSIDE THE TEST WRITTEN TO
§703.7	29887	TRAILER-FABLE	Fable 5	b9dc4db2d		§703.7 THE ARC.** `WALL-LEGACY-CHECK` (§703.3) runs next — it is cheap and it decides
§704	29892	OPUS-TEXT	Fable 5	9f161e211		§704 · WALL-LEGACY-CHECK DISPATCHED AHEAD OF DRESS-FRAME — DETERMINE FIRST, CURE DELIBERATELY (2026-08-27 ~13:
§704.1	29894	TRAILER-FABLE	Fable 5	9f161e211		§704.1 THE SEQUENCING JUDGMENT.** §703.3 may be a **customer-visible** defect and it is
§704.2	29898	TRAILER-FABLE	Fable 5	9f161e211		§704.2 SCOPED TO DETERMINE ONLY — NO REPAIR.** The lane answers YES / NO / PARTLY with
§704.3	29905	TRAILER-FABLE	Fable 5	9f161e211		§704.3 THE HANDOFF WAS MISDIRECTING AND IS CORRECTED.** Its NEXT line still named
§705	29910	OPUS-TEXT	Fable 5	83aa9c227		§705 · THE ANSWER IS "PARTLY", AND THE SPLIT IS THE POINT — NOTHING IS WRONG ON THE LIVE SITE, AND THE TRAIN C
§705.1	29912	TRAILER-FABLE	Fable 5	83aa9c227		§705.1 THE VERDICT, SPLIT.** **LIVE FOR CUSTOMERS: NO — the live product contains no town
§705.2	29918	TRAILER-FABLE	Fable 5	83aa9c227		§705.2 ⛔⛔ MY §703.3 TRACE WAS WRONG, AND THE TRAP IS WORTH MORE THAN THE ERROR.** I named
§705.3	29929	TRAILER-FABLE	Fable 5	83aa9c227		§705.3 D1 — THE v1 COASTAL DEFECT IS DETERMINISTIC AND TOTAL.** v1 hard-codes the shore at
§705.4	29935	TRAILER-FABLE	Fable 5	83aa9c227		§705.4 D2 — AND A SECOND, SEPARATE DEFECT THAT IS THE WORSE READ AND THE CHEAPER FIX.**
§705.5	29944	TRAILER-FABLE	Fable 5	83aa9c227		§705.5 WHICH DEFECT A CUSTOMER GETS, ON THE DAY THE TRAIN DEPLOYS.** `mapEdits.js:224` —
§705.6	29948	TRAILER-FABLE	Fable 5	83aa9c227		§705.6 NOT MARGINAL AT PAGE SCALE.** On the sold PDF plate (452 pt square) v1 puts **311
§705.7	29952	TRAILER-FABLE	Fable 5	83aa9c227		§705.7 ⛔ THIS IS A DEFECT ON THE TRAIN, NOT ON THE LIVE SITE — WHICH MAKES IT CHEAP NOW
§705.8	29961	TRAILER-FABLE	Fable 5	83aa9c227		§705.8 WHAT REMAINS UNSETTLED, NAMED.** **(i)** The exact live commit is high-confidence,
§705.9	29971	TRAILER-FABLE	Fable 5	83aa9c227		§705.9 THE LANE'S OWN DISCIPLINE, NOTED.** It declined to fire the outbound production
§706	29976	OPUS-TEXT	Fable 5	a8ab21396		§706 · DRESS-FRAME DISPATCHED — AND THE LEGACY CURE IS PARKED ON A TIMING FACT ONLY THE OWNER HOLDS (2026-08-2
§706.1	29978	TRAILER-FABLE	Fable 5	a8ab21396		§706.1 DRESS-FRAME RUNS** on `map-sandbox-wallcurtain` = `9c7261829`, carrying §702.8's
§706.2	29983	TRAILER-FABLE	Fable 5	a8ab21396		§706.2 THE TWO LEGACY CURE CARS STAY CHARTERED BUT UNSTARTED — ON A DEPENDENCY, NOT A
§706.3	29994	TRAILER-FABLE	Fable 5	a8ab21396		§706.3 THE HANDOFF WAS MISDIRECTING FOR THE SECOND TICK RUNNING** — it still named the
§707	30000	OPUS-TEXT	Fable 5	f0ad974b7		§707 · DRESS-FRAME SEALS — THE PAGE IS FITTED, THE COUNTRYSIDE GOES QUIET, THE GATE RENDERS AT LAST — AND THRE
§707.1	30009	TRAILER-FABLE	Fable 5	f0ad974b7		§707.1 ⛔⛔ THREE CORRECTIONS TO MY OWN RECORD, ALL MADE BEFORE ANY CURE.**
§707.2	30029	TRAILER-FABLE	Fable 5	f0ad974b7		§707.2 THE FRAMING SHIPPED — AND THE HEADLINE NUMBER SPLITS IN TWO.** **The settlement's
§707.3	30040	TRAILER-FABLE	Fable 5	f0ad974b7		§707.3 THE LAW IT SHIPPED, AND THE TWO SPELLINGS THAT FAILED FIRST.** *A settlement's
§707.4	30049	TRAILER-FABLE	Fable 5	f0ad974b7		§707.4 THE COUNTRYSIDE WAS DARKER THAN THE TOWN'S OWN GROUND — AND AN UPSTREAM FIX MOVED
§707.5	30061	TRAILER-FABLE	Fable 5	f0ad974b7		§707.5 TWO REFUSALS, BOTH PRICED RATHER THAN DECLINED.** The **wall lever** per §707.1(iii)
§707.6	30069	TRAILER-FABLE	Fable 5	f0ad974b7		§707.6 ⭐⭐ THE GATE ARM LANDED, AND IT PROVED ITSELF BY REPRODUCING §703.4 VERBATIM.** Six
§707.7	30077	TRAILER-FABLE	Fable 5	f0ad974b7		§707.7 BYTES, HONESTLY: +329 corpus-wide (+0.0059 %)** — cause named as the
§707.8	30082	TRAILER-FABLE	Fable 5	f0ad974b7		§707.8 CHAIR ACT OWED: `INSTRUMENTS.md` LAGS ITS OWN CODE BY ONE INSTRUMENT.** i14 sits in
§708	30090	OPUS-TEXT	Fable 5	1a34e85f5		§708 · SEATING STALLED AT CHECKPOINT 3 AND RESUMED MID-LANE — AND ITS RECON REFUTES ITS OWN CHARTER ON FIVE CO
§708.1	30097	TRAILER-FABLE	Fable 5	1a34e85f5		§708.1 C1 — THE QUOTA DECK ALREADY EXISTS; A2.4's CHARTER IS REFUTED.**
§708.2	30102	TRAILER-FABLE	Fable 5	1a34e85f5		§708.2 C2 — THE BRIDGE DROPS IT, AND THE TWO SUBSTRATES HAVE NEVER MET.**
§708.3	30109	TRAILER-FABLE	Fable 5	1a34e85f5		§708.3 ⛔⛔ C3 — THE WARD LAYER IS DEGENERATE, AND BOTH OPPOSITE FAILURE MODES ARE IN ONE
§708.4	30121	TRAILER-FABLE	Fable 5	1a34e85f5		§708.4 C4 — THE PORT ROW IS A GATE, NOT A CONTENT GAP; §660.1 IS REFUTED.** The catalog
§708.5	30129	TRAILER-FABLE	Fable 5	1a34e85f5		§708.5 ⛔ C5(i) — GRAVEYARDS: EXACTLY ONE ENTRY IN 311, AND IT IS VILLAGE-ONLY.** There is
§708.6	30134	TRAILER-FABLE	Fable 5	1a34e85f5		§708.6 ⛔⛔ C5(ii) — THE DEITY-DOCTRINE VIOLATION, WITH EXECUTED RECEIPTS — AND THE §705
§708.7	30153	TRAILER-FABLE	Fable 5	1a34e85f5		§708.7 ⭐ THE FINDING THAT RE-AIMS THE BUILD: THE TANNERY AT THE CIVIC CORE, FOREVER.**
§708.8	30161	TRAILER-FABLE	Fable 5	1a34e85f5		§708.8 THE BUILD, SEQUENCED BY THE LANE ITSELF** so each step is independently gated:
§709	30169	OPUS-TEXT	Fable 5	d2815e69a		§709 · SEATING SEALS IN THREE GATED WAVES — THE INSTITUTIONS CROSS THE BRIDGE, AND "GATE GREEN" NARROWS A SECO
§709.1	30176	TRAILER-FABLE	Fable 5	d2815e69a		§709.1 THE DORMANCY CONTROL IS THE HEADLINE, AND THE CHAIR VERIFIED ITS SCOPE.** W1 landed
§709.2	30183	TRAILER-FABLE	Fable 5	d2815e69a		§709.2 TWO DEFECTS FOUND INSIDE THE PASS, AND BOTH ARE GENERALISABLE SHAPES.**
§709.3	30193	TRAILER-FABLE	Fable 5	d2815e69a		§709.3 THE CENSUSES MEASURE VARIETY, AND THE DENOMINATOR IS RIGHT.** Measured over **12
§709.4	30204	TRAILER-FABLE	Fable 5	d2815e69a		§709.4 THREE JUDGMENTS WORTH NAMING.** **J-SEAT-2 — A RESUMED LANE OVERRULED ITS OWN
§709.5	30216	TRAILER-FABLE	Fable 5	d2815e69a		§709.5 ⛔ "GATE GREEN" ON THIS LINE NARROWS A SECOND TIME — CHAIR-VERIFIED.** The sandbox
§709.6	30227	TRAILER-FABLE	Fable 5	d2815e69a		§709.6 A VACUITY TRAP, CAUGHT BY THE LANE BEFORE IT BIT.** **`fabric.partition` is the
§709.7	30231	TRAILER-FABLE	Fable 5	d2815e69a		§709.7 THE ONE THING PRICED AND NOT DONE, BLOCKED ON PROVENANCE RATHER THAN EFFORT.**
§709.8	30239	TRAILER-FABLE	Fable 5	d2815e69a		§709.8 W3's DECLARED SHIFT, IN FULL.** Dress plates **+35,148 B (+0.63 %)** over 18
§710	30248	OPUS-TEXT	Fable 5	e664db36c		§710 · DRESS-2 SEALS AS A BRIDGE CAR — THE CORPUS WAS FOURTEEN DRAWINGS, THE FRAMING LAW IS IMPLICATED THREE T
§710.1	30256	TRAILER-FABLE	Fable 5	e664db36c		§710.1 THE WAVE'S OWN VERDICT ON ITSELF: A BRIDGE CAR, NOT A DRAWING CAR.** Three of its
§710.2	30260	TRAILER-FABLE	Fable 5	e664db36c		§710.2 ⭐ §696.4's NAIVE READER IS VINDICATED BY MEASUREMENT: THE CORPUS WAS FOURTEEN
§710.3	30264	TRAILER-FABLE	Fable 5	e664db36c		§710.3 ⛔ THE ≈237 CALIBRATION IS REFUTED, AND IT WAS MY DOCUMENT'S NUMBER.** The control
§710.4	30274	TRAILER-FABLE	Fable 5	e664db36c		§710.4 ⛔⛔ THE FRAMING LAW IS NOW IMPLICATED THREE TIMES — THIS IS THE WAVE'S REAL
§710.5	30286	TRAILER-FABLE	Fable 5	e664db36c		§710.5 THE ROUND-4 RULING, AND WHY IT IS NOT AN ESCALATION.** Graded: **walled/open
§710.6	30298	TRAILER-FABLE	Fable 5	e664db36c		§710.6 ⭐⭐ THE CLASS, AND IT IS THE SHARPEST THIS PROGRAMME HAS PRODUCED: EVERY CENSUS W1
§710.7	30311	TRAILER-FABLE	Fable 5	e664db36c		§710.7 THE COUNTRYSIDE HELD — AND §707.4 UNDERSTATED ITS OWN WIN BY MORE THAN AN ORDER OF
§710.8	30321	TRAILER-FABLE	Fable 5	e664db36c		§710.8 CHAIR ACT TAKEN AT COLLECTION, NOT DEFERRED — THE THIRD SIGHTING OF §707.8's
§710.9	30328	TRAILER-FABLE	Fable 5	e664db36c		§710.9 BLOCKED UPSTREAM, NOT REFUSED: V-B13 FURNITURE AND MONUMENT PLAN-POCHÉ.**
§711	30341	OPUS-TEXT	Fable 5	7f54afef4		§711 · STATE-BRIDGE CLOSES §710.6 — THE MARKS LAND WHERE THEY MEAN, AND THE CURE WAS A LAYER BUILT ONE WAVE EA
§711.1	30354	TRAILER-FABLE	Fable 5	7f54afef4		§711.1 ⭐ THE CURE WAS A THIRD LAYER, AND §710.6 HAD NOT CONSIDERED IT.** Both cures I
§711.2	30363	TRAILER-FABLE	Fable 5	7f54afef4		§711.2 THE NUMBERS, PER FAMILY.** `siege` tents **9/9 off-page → 0 off-page, extramural,
§711.3	30370	TRAILER-FABLE	Fable 5	7f54afef4		§711.3 ⭐ THE CONTROL HOLDS IN BOTH DIRECTIONS, WHICH IS THE STRONGEST FORM.** The
§711.4	30375	TRAILER-FABLE	Fable 5	7f54afef4		§711.4 ⭐⭐ J-SB-15: THE LANE LABELLED ITS OWN NON-DISCOVERING ARMS, IN THE FILE.** Two of
§711.5	30381	TRAILER-FABLE	Fable 5	7f54afef4		§711.5 THREE DEFECTS NOBODY CHARTERED.** **(i) ⛔ `page.gates` IS NOT THE DRAWN CIRCUIT'S
§711.6	30389	TRAILER-FABLE	Fable 5	7f54afef4		§711.6 ⛔⛔ AND A THIRD UNIT DEFECT — ONE FIELD READ THREE DIFFERENT WAYS BY THREE
§711.7	30396	TRAILER-FABLE	Fable 5	7f54afef4		§711.7 THE FRAMING TRADE HAS A THIRD MEASURED COST — AND THE LANE HONOURED THE BOUNDARY
§711.8	30402	TRAILER-FABLE	Fable 5	7f54afef4		§711.8 THE PARTITION OWES A MARKET FACE, AND THE UNFIXABLE IS PARKED PROPERLY.**
§712	30412	OPUS-TEXT	Fable 5	21f77f812		§712 · REGISTERS/ZOOM IS REFUTED AND STRUCK — THE SUBSTRATE HAS TWO GRAINS, NOT FOUR, AND NOTHING WAS BUILT (2
§712.1	30418	TRAILER-FABLE	Fable 5	21f77f812		§712.1 §708.3 IS CONFIRMED, AND THE ABSENCE IS STRUCTURAL.** **Zero WARD and zero BLOCK
§712.2	30425	TRAILER-FABLE	Fable 5	21f77f812		§712.2 WARD IS WORSE THAN §708.3 KNEW: THE EARNED QUARTER IS EMPTY.**
§712.3	30429	TRAILER-FABLE	Fable 5	21f77f812		§712.3 ⭐ BLOCK IS REFUTED IN THE OTHER DIRECTION — BY ASKING §710.6's QUESTION INSTEAD OF
§712.4	30433	TRAILER-FABLE	Fable 5	21f77f812		§712.4 ⭐⭐ THE KILL: THE PAGE ALREADY DRAWS AT BLOCK GRAIN.** Every plot-holding block is
§712.5	30440	TRAILER-FABLE	Fable 5	21f77f812		§712.5 AND THE ONE REAL RUNG IS NOT WIRED TO THE DRAWING.** Two further blocks to any
§712.6	30447	TRAILER-FABLE	Fable 5	21f77f812		§712.6 RULED — §2 IS STRUCK AS A WAVE AND RE-SCOPED.** `DESIGN_SPINE_COMPLETION` §2's
§712.7	30453	TRAILER-FABLE	Fable 5	21f77f812		§712.7 ⛔⛔ THE §711.6 CLASS, SECOND SIGHTING — AND THIS TIME THE ERROR INVERTS BY TIER.**
§712.8	30461	TRAILER-FABLE	Fable 5	21f77f812		§712.8 ⛔ AND A FINDING THAT LANDS ON MY OWN REPORTING: THE 830,000 B CEILING EXISTS ONLY
§712.9	30471	TRAILER-FABLE	Fable 5	21f77f812		§712.9 IT CORRECTED ITSELF TWICE, IN-TURN.** Its island rung "looked head-degenerate"
§713	30478	OPUS-TEXT	Fable 5	54cc35ba6		§713 · WORDS SEALS — ONE CONSTANT EXPLAINED A TWO-PART FINDING, AND THE LANE CAUGHT TWO OF ITS OWN FALSE PASSE
§713.1	30489	TRAILER-FABLE	Fable 5	54cc35ba6		§713.1 ⭐ ONE CONSTANT EXPLAINED BOTH HALVES OF A FINDING FILED AS TWO — THE THIRD SIGHTING
§713.2	30498	TRAILER-FABLE	Fable 5	54cc35ba6		§713.2 ⛔⛔ THE LANE'S DORMANCY INSTRUMENT WAS DEAD AND IT HAD PUBLISHED ITS ZERO TWICE.**
§713.3	30507	TRAILER-FABLE	Fable 5	54cc35ba6		§713.3 ⛔ AND ON THE CORRECT COMPARATOR, THE FIRST BUILD WAS NOT DORMANT.** One leaf of 29
§713.4	30516	TRAILER-FABLE	Fable 5	54cc35ba6		§713.4 ⭐⭐ THE PRINCIPLE THIS WAVE PRODUCED, AND IT GENERALISES BEYOND WORDS.** Three
§713.5	30525	TRAILER-FABLE	Fable 5	54cc35ba6		§713.5 FOUR CORRECTIONS TO MY OWN CHARTER, AND ONE IS AN UNSOURCED CITATION.**
§713.6	30536	TRAILER-FABLE	Fable 5	54cc35ba6		§713.6 J-W-4 IS A LAW WORTH KEEPING: ASSERT THE GUARANTEE, NOT THE ALGORITHM.** The
§713.7	30544	TRAILER-FABLE	Fable 5	54cc35ba6		§713.7 ONE MARK DRAWN, COUNTED, AND UNSEEABLE.** The `mf-town-01` Siege mark stands
§714	30553	OPUS-TEXT	Fable 5	a8486f84d		§714 · JUDGING PASSES ON THE RIGHT SURFACE — AFTER GRADING THE WRONG ONE AND CATCHING ITSELF (2026-08-26 ~26:0
§714.1	30558	TRAILER-FABLE	Fable 5	a8486f84d		§714.1 ⛔⛔ THERE ARE TWO CORPORA, AND THE FULL-ARM LAW POINTS AT THE RETIRED ONE.**
§714.2	30566	TRAILER-FABLE	Fable 5	a8486f84d		§714.2 ROUND 5 IS VOID: THE LANE GRADED THE FOLIO — AND A CONTROL CAUGHT IT, NOT A GREEN.**
§714.3	30571	TRAILER-FABLE	Fable 5	a8486f84d		§714.3 ROUND 6 PASSES ON THE JUDGED PAGE — AND THE TIER SIGNAL CORRECTS §696.5.**
§714.4	30582	TRAILER-FABLE	Fable 5	a8486f84d		§714.4 PA.7 DOES NOT FIRE — AND THE LANE HANDED THE OWNER THE TRIGGER ANYWAY.** The
§714.5	30588	TRAILER-FABLE	Fable 5	a8486f84d		§714.5 THE SIX RULINGS, EACH WITH ITS EVIDENCE.** **§646.1iv quarter-name — RATIFIED and
§714.6	30601	TRAILER-FABLE	Fable 5	a8486f84d		§714.6 ⭐ THE SHARPEST CONVICTION, AND IT QUALIFIES DRESS-2's OWN GREEN.** On the judged
§714.7	30609	TRAILER-FABLE	Fable 5	a8486f84d		§714.7 THE SILHOUETTE ROUND CANNOT RUN, AND THE BLOCKER IS MEASURED.** `V-STORE` has
§714.8	30614	TRAILER-FABLE	Fable 5	a8486f84d		§714.8 FORBIDDEN ITEMS, STOPPED AND REPORTED — INCLUDING THE NEEDLE, CONVICTED FROM THE
§714.9	30620	TRAILER-FABLE	Fable 5	a8486f84d		§714.9 TWO DEFERRALS WORTH THE CHAIR'S ATTENTION.** ⚠ **The reconciliation attractor: 4 of
§714.10	30626	TRAILER-FABLE	Fable 5	a8486f84d		§714.10 ⛔ AND §713 IS QUALIFIED — CHAIR-VERIFIED.** WORDS modified **`renderFolio.mjs`
§715	30634	OPUS-TEXT	Fable 5	459b6d826		§715 · REG-D SEALS — THE DECLINE IS DRAWN, AND ON SIXTEEN LEAVES OF EIGHTEEN NOT ONE PIXEL OF IT IS ON THE PAG
§715.1	30644	TRAILER-FABLE	Fable 5	459b6d826		§715.1 ⛔⛔ THE FINDING, AND IT IS THE FRAMING TRADE'S FOURTH AND LARGEST COST.** Every
§715.2	30651	TRAILER-FABLE	Fable 5	459b6d826		§715.2 ⭐ AND THE MECHANISM IS NOT A BUG IN EITHER HALF — TWO CORRECT DECISIONS PRODUCE A
§715.3	30659	TRAILER-FABLE	Fable 5	459b6d826		§715.3 THE DRESS ITSELF IS GOOD — WHICH IS WHY THE CROP MATTERS.** Where the ledger
§715.4	30665	TRAILER-FABLE	Fable 5	459b6d826		§715.4 PA.8 WAS NOT A FORMALITY.** 560 LossRegions: **DEBRIS 197 · BREAKING_DOWN 273 ·
§715.5	30670	TRAILER-FABLE	Fable 5	459b6d826		§715.5 THE DECLINED-SPECIMEN READ, AND WHY IT IS STRONGER THAN A PASS.** Eight plates,
§715.6	30679	TRAILER-FABLE	Fable 5	459b6d826		§715.6 ⛔ AND THE `fjord` READ HAS DEGRADED FROM ABSTENTION TO WRONG CLASS.** A **fourth**
§715.7	30684	TRAILER-FABLE	Fable 5	459b6d826		§715.7 TWO CHARTER ITEMS REFUTED RATHER THAN DEFERRED.** **Subdivided grandeur has NO
§715.8	30691	TRAILER-FABLE	Fable 5	459b6d826		§715.8 TWO SELF-CORRECTIONS KEPT RATHER THAN DELETED.** One judgment was **made backwards
§716	30702	OPUS-TEXT	Fable 5	f184890ac		§716 · THE FILM IS HELD ON THE FRAMING DECISION — AND THE LEGACY SWEEP RUNS INSTEAD (2026-08-27 ~09:40 CDT; SE
§716.1	30704	TRAILER-FABLE	Fable 5	f184890ac		§716.1 ⛔ A SEQUENCING RULING: REG-F MUST NOT RUN YET, AND THE REASON IS §715.1.** §6's film
§716.2	30714	TRAILER-FABLE	Fable 5	f184890ac		§716.2 REG-F0 RUNS INSTEAD, AND §714.1 MADE IT WORTH MORE THAN ITS CHARTER KNEW.** The
§716.3	30722	TRAILER-FABLE	Fable 5	f184890ac		§716.3 ⛔ THE BOUNDARY THE SWEEP CARRIES, STATED IN ITS BRIEF IN CAPITALS: "RETIRES" MEANS
§716.4	30729	TRAILER-FABLE	Fable 5	f184890ac		§716.4 ONE HAZARD RAISED TO FIRST PLACE FOR THIS WAVE SPECIFICALLY.** `grep` here is
§716.5	30734	TRAILER-FABLE	Fable 5	f184890ac		§716.5 THE ARC, RESTATED.** REG-F0 (running) → **REG-F held on §716.1** → **REG-P (the
§717	30741	OPUS-TEXT	NONE	e93826c17		§717 · REG-F0 SEALS AND REFUTES ITS CHARTER TWICE — THERE ARE THREE SURFACES, NOT TWO, AND THE PORT IS A FIRST
§717.1	30743	UNKNOWN	NONE	e93826c17		§717.1 THE SEAL.** `refs/preserve/map-sandbox-regf0` = **`dea9239d0`**, base
§717.2	30751	UNKNOWN	NONE	e93826c17		§717.2 THE CHARTER'S PREMISE REFUTED TWICE, AND BOTH REFUTATIONS RATIFIED.** My charter said
§717.3	30767	UNKNOWN	NONE	e93826c17		§717.3 ⛔⛔ THERE ARE THREE SURFACES, NOT TWO — §714.1 AMENDED A SECOND TIME, AND THIS ONE
§717.4	30782	UNKNOWN	NONE	e93826c17		§717.4 ⛔ A MATCHING LEAF COUNT IS NOT A MATCHING LEAF SET — ONE FAMILY OF SEVEN AGREES.**
§717.5	30793	UNKNOWN	NONE	e93826c17		§717.5 ⛔⛔ THE ARMING LAW, AND IT VOIDS ANY DRESS-PAGE CENSUS THAT DOES NOT KNOW IT.**
§717.6	30806	UNKNOWN	NONE	e93826c17		§717.6 THE MANIFEST — 39 rows, executable and provably total.** **19 PORTED_ALREADY · 10
§717.7	30819	UNKNOWN	NONE	e93826c17		§717.7 ⛔ A LANE'S OWN RESUME BLOCK CAN NAME A SUPERSEDED SHA — FOUND BY THE CHAIR AT
§717.8	30829	UNKNOWN	NONE	e93826c17		§717.8 THE SEAL GATE REFUSED, CORRECTLY, AND THE CHAIR DID NOT DELETE.** `seal-wave.sh`
§717.9	30837	UNKNOWN	NONE	e93826c17		§717.9 ⭐⭐ THE PORT WAS GATED AS A UNIT AND IT DID NOT NEED TO BE — CHAIR RULING, VETOABLE.**
§717.10	30845	UNKNOWN	NONE	e93826c17		§717.10 ⭐⭐ THE METROPOLIS NEEDLE IS RE-CLASSIFIED FROM OWNER SIGNATURE TO DEFECT-UNDER-
§717.11	30857	UNKNOWN	NONE	e93826c17		§717.11 TWO LANES DISPATCHED ON THE VISIBLE DEFECTS, BOTH ON `dea9239d0`, BOTH OPUS-SEATED.**
§717.12	30868	UNKNOWN	NONE	e93826c17		§717.12 THE OWNER ASKED WHETHER I WAS FIXING THE DEFECTS I HAD JUST NAMED, AND THE HONEST
§717.13	30876	UNKNOWN	NONE	e93826c17		§717.13 THE ARC, RESTATED AFTER THE SPLIT.** Running now: **WORDS-2** (the page learns to
§717.14	30885	UNKNOWN	NONE	e93826c17		§717.14 THE LANE REPORTED ITS OWN FAULT AND I AM KEEPING IT IN THE RECORD.** To free CPU
§718	30893	OPUS-TEXT	NONE	b4f762ecd		§718 · THE OWNER'S ARCHITECTURE IS ALREADY LAW, ALREADY BUILT, AND ALREADY DORMANT — AND THE WALL'S EMPTINESS 
§718.1	30895	UNKNOWN	NONE	b4f762ecd		§718.1 THE QUESTION AND THE ANSWER.** The owner proposed building settlements incrementally —
§718.2	30912	UNKNOWN	NONE	b4f762ecd		§718.2 ⭐⭐ EMERGENT POPULATION IS REFUSED, AND THE REFUSAL COMES WITH THE THING IT REPLACES —
§718.3	30927	UNKNOWN	NONE	b4f762ecd		§718.3 ⛔⛔ THE SPINE'S ENCLOSURE IS A CONVEX HULL, AND THAT IS THE LEADING CAUSE OF "THE WALL
§718.4	30941	UNKNOWN	NONE	b4f762ecd		§718.4 FOUR CORRECTIONS TO THE RECORD, TWO OF THEM MINE.** **(a)** ⚠ `growthLedger.js:569
§718.5	30956	UNKNOWN	NONE	b4f762ecd		§718.5 FIVE LIVE DEFECTS, EACH NAMED WITH ITS SITE.** **(i) SATURATION** — `growthLedger.js:157`
§718.6	30973	UNKNOWN	NONE	b4f762ecd		§718.6 ⛔ NO REJECTION LOOPS — CHAIR RULING, VETOABLE.** We have **none anywhere**: every refusal
§718.7	30980	UNKNOWN	NONE	b4f762ecd		§718.7 CAR-FOUND DISPATCHED — THE FOURTH CONCURRENT LANE.** It carries three things, all
§718.8	30991	UNKNOWN	NONE	b4f762ecd		§718.8 ⛔ THE VERIFICATION DEBT UNDER ALL OF THIS, WHICH IS THE THING I WOULD WORRY ABOUT MOST.**
§718.9	30999	UNKNOWN	NONE	b4f762ecd		§718.9 THE ARC.** Running: **WORDS-2** (lettering onto the page), **REG-E1** (the needle, now
§719	31008	OPUS-TEXT	NONE	fa85d4329		§719 · REG-E1 REFUTES THE CHAIR'S RE-CLASSIFICATION — THE NEEDLE SPLITS, AND THE MARK ON THE JUDGED PLATE IS H
§719.1	31010	UNKNOWN	NONE	fa85d4329		§719.1 THE SEAL.** `refs/preserve/map-sandbox-e1-needle` = **`1c3633c16`**, base `dea9239d0`.
§719.2	31015	UNKNOWN	NONE	fa85d4329		§719.2 ⛔⛔ MY §717.10 RE-CLASSIFICATION IS REFUTED ON ITS OWN STATED GROUND, AND ACTING ON IT
§719.3	31035	UNKNOWN	NONE	fa85d4329		§719.3 ⭐ THE RESAMPLE IS INNOCENT AND THE HULL IS THE PRODUCER.** `facetRing` moves
§719.4	31041	UNKNOWN	NONE	fa85d4329		§719.4 ⛔⛔ MY OWN ADDENDUM'S PREMISE WAS ALSO REFUTED (J-E1-7), AND THIS ONE CHANGES THE SHAPE
§719.5	31048	UNKNOWN	NONE	fa85d4329		§719.5 ⛔⛔ THE ENCLOSURE EMPTINESS IS NOT HONEST — BOTH INNOCENT EXPLANATIONS ARE REFUTED BY OUR
§719.6	31062	UNKNOWN	NONE	fa85d4329		§719.6 ⛔ THE ENCLOSURE OPERATOR IS THE OWNER'S — IT IS PARKED, AND PARKED IS A CARVE-OUT.**
§719.7	31071	UNKNOWN	NONE	fa85d4329		§719.7 `frozenRadius` HAS TWO INCOMPATIBLE MEANINGS AND NOTHING REDS — §711.6, THIRD INSTANCE,
§719.8	31078	UNKNOWN	NONE	fa85d4329		§719.8 FOUR NON-CURE FINDINGS THE LANE TRIPPED OVER.** `f.cls === 'BLOCK'` at the hull filter is
§719.9	31085	UNKNOWN	NONE	fa85d4329		§719.9 THE LANE WITHDREW TWO OF ITS OWN ARGUMENTS IN WRITING BEFORE PUBLISHING**, because an
§719.10	31092	UNKNOWN	NONE	fa85d4329		§719.10 THE GATE, STATED HONESTLY BECAUSE IT IS NOT CLEAN-GREEN.** Base `dea9239d0`: 20 files /
§719.11	31100	UNKNOWN	NONE	fa85d4329		§719.11 A PROCESS DISCLOSURE FROM THE LANE, VOLUNTEERED.** A skeptic subagent it dispatched had a
§720	31107	OPUS-TEXT	NONE	99cffd448		§720 · THE REFERENCE STUDY — DWARF FORTRESS IS THE CLEAREST COUNTEREXAMPLE TO INCREMENTAL LAYOUT, AND THE REAL
